API_Name,Category,Followers,
AVANTSSAR API,Security,3,
University of Toronto Libraries API,Reference,6,
Visual DataFlex ISBN Validation API,Tools,4,
Inuvo PPC Search API,Advertising,5,
ActiveBuilding API,Project Management,5,
Teleportd API,Photos,2,
Raven Slingshot API,Tools,4,
Bimshare Upload API,File Sharing,2,
Da Button Factory API,Tools,3,
Gumroad API,Social,9,
VÃ¤sttrafik API,Transportation,2,
Wishpot Coupon API,mmerce,11,
iOpenAt.com API,mmerce,4,
MixRank API,Advertising,2,
FlashFoto Image Processing API,Photos,12,
Sandglaz API,Personal Information Management,3,
WorkingPoint API,Enterprise,2,
Appointment-Plus API,lendars,26,
Thumbsnap API,Photos,3,
Papirus API,Enterprise,3,
DeliveryWatch API,Email,3,
Yellowfin Business Intelligence API,Enterprise,6,
SMSGuys API,Messaging,3,
InboxFever API,Email,4,
Sapo Holiday API,lendars,1,
Sapo Alerts API,Events,1,
Sapo Games API,Games,1,
Comindware API,Project Management,14,
Jamcast API,Music,9,
EnergyIQ API,Real Estate,8,
GEMET API,Reference,3,
UptimeFu API,Monitoring,4,
ShopIgniter API,Enterprise,4,
BeachGuard API,Search,1,
Avalara AvaTax Sales Tax API,Financial,11,
Observu API,Security,6,
FutureSimple Base API,Enterprise,3,
RentJuice API,Real Estate,5,
Informatica Cloud API,Enterprise,5,
Intelius Search API,Reference,23,
Duo Verify API,Security,62,
NetProspex API,Project Management,3,
Global Matrix API,Travel,10,
NAIC SERFF API,Financial,4,
Insured Rating API,Financial,13,
Su.pr API,Tools,13,
Crisply API,Project Management,5,
Intellexere API,Search,4,
Daisy API,Photos,6,
Experian Data Quality Address Validation API,Reference,17,
Sapo Advertising API,Advertising,1,
VINquery API,Auto,17,
Sapo POI API,Reference,0,
Sapo Mail API,Email,3,
Kudos Flockworks API,Enterprise,6,
The Web Blend API,News Services,5,
Currencycloud API,Payments,9,
Federal Procurement Data System API,Government,21,
CX API,Storage,42,
txtNation Payforit API,Telephony,2,
DiscoverText API,Database,8,
Detectlanguage.com API,Tools,11,
Asana API,Project Management,18,
Mastercard MATCH API,Financial,11,
FedBizOpps API,Government,47,
Scout for Apps API,Mapping,5,
Opuss API,Social,4,
Zippopotamus API,Mapping,7,
Inforama API,Enterprise,3,
LAITS GMU Coverage API,Mapping,0,
CSISS/GMU Geospatial API,Mapping,2,
Bring Cargo API,Shipping,7,
Pay It Square API,Payments,7,
KBCafe PaSS API,Blogging,4,
CICC gNova API,Science,2,
California ISO API,Government,12,
Hostway FlexCloud API,loud,3,
HP Cloud Block Storage API,Storage,6,
HP Cloud Compute API,loud,7,
appto.us API,Database,9,
Ondango API,mmerce,1,
SensorCloud API,Tools,6,
Autotask API,Office,41,
Pearson Kitchen Manager API,Food,19,
BeEF API,Security,4,
Ubuntu One Music API,Music,4,
DigitalClassicist G-Tool API,Reference,1,
TINCheck API,Payments,25,
Barium Live API,Enterprise,2,
Twilio Telegram API,Messaging,5,
Trajectory API,Tools,2,
Getpincode API,Reference,38,
Anveo Phone API,Telephony,2,
PSN Sign In API,Games,90,
PayTrace API,Payments,14,
DirectSmile API,ustomization,11,
TempoIQ API,Database,8,
GRBHosts API,Science,1,
iabol Shipping Software API,Shipping,6,
txtNation SMS API,Payments,11,
Krames Staywell API,Medical,5,
LDSTech Community Services API,Enterprise,5,
MapRendererService API,Mapping,0,
GPS Explorer API,Mapping,7,
WysuForms API,Enterprise,2,
KT Ucloud API,loud,4,
Card.io API,Payments,29,
PushWoosh API,Messaging,87,
BrandMyMail API,Email,3,
OpenLigaDB API,Sports,4,
Enrycher API,Reference,6,
VetMedStat API,Medical,8,
SmarterMeasure API,Education,4,
Pathbase API,Science,3,
appMobi API,Hosting,6,
Norwegian Bioinformatics Platform API,Science,5,
Capptain API,Tools,6,
Purifyr API,Semantics,4,
PlantTFDB API,Science,18,
XSPAN API,Science,2,
Visual Omics aGEM API,Science,2,
WAC Payment API,Payments,4,
Precog API,Backend,2,
MRS API,Medical,8,
ProDom fetchProDom API,Science,1,
CBRC MAFFT API,Science,2,
ConsensusPathDB API,Science,7,
Nuclear Protein Database API,Science,2,
MyHits API,Science,2,
TOPCONS API,Science,3,
Geocoda API,Mapping,11,
Floorplanner API,Tools,20,
Flow API,Tools,7,
Mxit API,Social,12,
Mercatus API,mmerce,2,
India.dj Reseller API,Hosting,4,
Elite API,Office,11,
TradeHarbor VoiceSig Express API,Telephony,1,
MyCase API,Office,30,
Social Solutions ETO Software API,Project Management,7,
StesCodes Social Event Manager API,Social,2,
Wego API,Travel,94,
Skimlinks Merchant API,mmerce,10,
CartGenie OX API,Payments,2,
MyFlame.at API,Entertainment,2,
Textport API,Messaging,3,
Sen.se API,Tools,5,
Googe Refine ReconciliationService API,Semantics,6,
MoviePosterDB API,Entertainment,32,
Unofficial AlloCine API,Entertainment,25,
Rocket Matter API,Project Management,3,
Belboon API,Advertising,4,
Institute of Development Studies API,Government,3,
Nodejitsu API,loud,8,
semanticSBML API,Science,1,
Mutalyzer API,Science,5,
PBS Universal User Authentication API,Authentication,2,
PBS TV Schedules API,Entertainment,12,
AnnotQTL API,Science,3,
Bacon Ipsum API,Tools,1,
SABIO-RK API,Science,2,
openModeller API,Science,3,
Neuroscience Information Framework API,Science,4,
NBIC Peregrine API,Tools,5,
Norwegian Meteorological Institute API,Weather,3,
Gomi API,Video,4,
AXA Banque API,Financial,11,
Viamente Route Planner API,Transportation,1,
PagePeeker API,Tools,9,
Pricecut API,mmerce,19,
Farelogix API,Travel,19,
FlyMine API,Science,5,
HiGrids INforAMA API,Transportation,5,
SLAC IEPM API,Monitoring,2,
Acquia Cloud API,loud,5,
OpenSky API,mmerce,13,
ClearDB API,Database,20,
CSA/NBII Biocomplexity Thesaurus API,Science,7,
Schedulefly API,Enterprise,41,
Robotalker API,Telephony,43,
Flo2Cash API,Payments,10,
Email Checker API,Email,7,
Dacast API,Video,16,
Travelisense OpenDistribution API,Travel,7,
SMSFlight API,Messaging,2,
RxNav NDF-RT API,Medical,9,
My-Cool-SMS API,Messaging,7,
dotMobi goMobi API,Mobile,5,
Dirble API,Music,40,
EarthScope Data Portal API,Science,4,
HUD iMAX API,Government,5,
St. Gregorios Church Bible API,Reference,1,
Coface ICON API,Enterprise,7,
ONKI Ontology and Thesaurus API,Reference,1,
DVDXML API,Media,9,
National Cancer Institute TCGA Data Access Matrix API,Science,2,
DailyMed API,Medical,50,
SendHub API,Messaging,5,
Shortmail API,Email,2,
XigniteBondMaster API,Financial,10,
XigniteBondsRealTime API,Financial,12,
XigniteEarningsCalendar API,Financial,7,
XigniteGlobalRealTimeOptions API,Financial,8,
XigniteGlobalFundamentals API,Financial,2,
Clodoc API,Reference,2,
Onuma WFS API,Mapping,5,
liveSTORYBOARD CMS API,ntent Management,4,
HomeCook API,Food,10,
Cloudinary API,Media,28,
Mapmyuser API,Analytics,2,
Jumio Netswipe API,Payments,6,
LetsMT API,Tools,9,
ChEMBL API,Science,1,
EBI SBO API,Science,2,
e-Fungi API,Science,1,
ncRNA fRNAdb API,Science,0,
Family Tree Maker API,Search,31,
EMBL-EBI ChEBI API,Science,8,
eBridge Connections API,Enterprise,7,
LoginRadius API,Tools,12,
Kii Cloud API,Backend,4,
Thingiverse API,Other,2,
CoboCards API,Education,10,
Intralinks API,Enterprise,3,
InfoNgen API,Search,9,
PHIN VADS API,Medical,3,
GSMA OneAPI Zonal Presence API,Telephony,5,
Tenki Weather API,Weather,36,
Viximo API,Games,3,
Apptentive API,Tools,2,
Livedrive API,File Sharing,17,
Mouse Resource Browser API,Science,2,
IceLogo API,Science,3,
FlyBase API,Science,6,
HoundSleuth API,Search,2,
BigML API,Machine Learning,33,
Degree Days API,Weather,20,
National Renewable Energy Lab API,Education,9,
BIRT onDemand API,Enterprise,1,
ViaFo API,Platform-as-a-Service,2,
Rogers Privacy API,Security,2,
Rogers Location API,Telephony,6,
Chirpify API,Payments,7,
SolvingMaze API,Shipping,3,
SideBuy API,mmerce,10,
SÃ¤songmat API,Food,5,
Imo Games API,hat,42,
Shrib API,Tools,6,
FinancialContent Fundamental Data API,Financial,32,
NIST CDA Guideline Validation API,Tools,4,
Numismatic Search API,Art,3,
CallMyApp API,Tools,4,
Amazon SWF API,Enterprise,14,
Golm Metabalome Database API,Science,4,
Duplicated Genes Database API,Science,3,
Center for Biological Sequence Analysis API,Science,3,
World Bank Climate API,Reference,8,
CloudCracker API,Security,20,
Unofficial Fitocracy API,Games,6,
Unofficial Virgin Money Giving API,Financial,3,
Z33K Tournament API,Games,3,
YesMail API,Email,8,
Product Life Cycle Support API,Enterprise,2,
Geo3DModelService API,Science,4,
Textlocal API,Telephony,11,
SendGrid SMTP API,Email,3,
eSignLive API,Security,9,
Pulsepoint API,Medical,13,
EmailDirect API,Email,4,
Unified eMail API,Email,2,
Universign API,Security,9,
Rally API,Project Management,20,
PATLive API,Telephony,2,
Illinois State Board of Elections API,Government,3,
iPlant Semantic Web HTTP API,Science,8,
SERP-P API,Reference,1,
Confident CAPTCHA API,Security,10,
Bookleteer API,Entertainment,6,
GroupHigh API,Search,5,
GSMA OneAPI MMS API,Messaging,4,
Ivona API,Tools,14,
InMobi API,Advertising,11,
Utribo Connect API,Telephony,2,
Desire2Learn API,Education,11,
WallaBee API,Games,11,
Ingesture API,Social,3,
Esponce API,Advertising,4,
SBA Business Licenses and Permits API,Tools,6,
Nature.com Blogs API,Blogging,6,
deCarta MapSearch Engine API,Mapping,0,
MyGarden API,Social,10,
EBI DaliLite API,Science,3,
EBI WU-BLAST API,Science,2,
EBI NCBI BLAST API,Science,6,
EMBOSS Water API,Science,4,
EMBOSS Needle API,Science,4,
EBI ClustalW2 API,Science,2,
VoiceBunny API,Other,3,
UNICEF 50/50 API,Payments,8,
Acromine API,Dictionary,18,
Bclear API,Financial,6,
CloudyRec API,Backend,5,
Snapjoy API,Photos,4,
IntelligenceFocus API,Analytics,3,
Exceptional API,Tools,2,
Gilt Groupe API,mmerce,17,
UserRules API,Enterprise,2,
PeopleBrowsr Kred API,Social,4,
EBI PRANK API,Science,2,
EBI MUSCLE API,Science,2,
EBI Kalign API,Science,1,
EBI ClustalW2 Phylogeny API,Science,6,
Thomson Reuters Web of Science API,Reference,62,
gTrax API,Project Management,10,
Paynoy API,mmerce,5,
EMBOSS Transeq API,Science,1,
EMBOSS Backtranseq API,Science,0,
OligoSelection API,Science,0,
DKFZ SoapDB API,Science,4,
Phylogenetic Footprinting API,Science,1,
Msgme API,Messaging,7,
Receipt Bank API,Financial,11,
IOOS SOS API,Science,9,
Stochastic IMDb API,Entertainment,22,
Ow.ly API,URL Shortener,39,
CardSpring API,Payments,19,
DialMyCalls API,Telephony,14,
Strand Map API,Education,8,
CO-OPS API,Science,8,
Myows API,Security,1,
WordReference API,Dictionary,78,
Yubikey API,Security,4,
EdgeCast CDN API,Storage,9,
Tibbr API,Enterprise,11,
Tgels API,Travel,12,
ABTXT API,Messaging,7,
SUMOTEXT SMS Gateway API,Messaging,1,
Decomp API,Science,4,
Rose API,Science,1,
DIALIGN API,Science,2,
ChromA API,Science,1,
RNAforester API,Science,2,
pknotsRG API,Science,0,
KnotInFrame API,Science,1,
China Cancer Database API,Medical,11,
Kole Imports API,mmerce,7,
WebDAM API,Media,26,
Leverage Software API,Social,4,
Bikko API,Sports,11,
SpringCM API,Enterprise,4,
Clickworker API,Social,6,
PlanMill API,Enterprise,2,
EveryScape API,Mapping,2,
Vyew API,Video,3,
GetYourGuide API,Travel,51,
ListiMonkey API,Email,3,
MdotM API,Advertising,2,
Boomi AtomSphere API,Applications,4,
Yottaa Partner API,Tools,3,
Yottaa Public API,Tools,4,
Paxum API,Payments,8,
eWAY API,Payments,18,
Olopoly API,mmerce,2,
Splitable API,Payments,3,
The Old Bailey API,Government,6,
UltraCart Order Management API,mmerce,4,
QRickit QR Code API,Barcodes,4,
Pervasive Data Integrator API,Storage,4,
Pandorabots API,hat,49,
Larimer County Public Records Databases API,Government,7,
ParsCit API,Science,14,
UltraCart Affiliate Management API,Advertising,2,
CensorNet Hosted Web Security API,Security,4,
Edtuit GeoPerks API,mmerce,4,
Sifter API,Tools,2,
NCEP North American Mesoscale API,Weather,6,
USGS National Water Information System API,Science,11,
DesertHail Geodata Service API,Mapping,11,
LiveDesigner API,Advertising,3,
MetaCDN API,Media,4,
MatchCollege API,Education,36,
Airbreak Notifier API,Tools,4,
Trove API,Social,1,
Averitt API,Transportation,7,
China Historical GIS API,Reference,5,
ShipCompliant Marketplace API,Shipping,8,
Badgeville API,Social,123,
Mphoria API,mmerce,7,
SendBulkSMS API,Messaging,1,
Social Report API,Social,6,
EPA Station API,Science,2,
511 Driving Times API,Transportation,20,
Blackboard Collaborate API,Education,36,
GeneCruiser API,Medical,5,
ONVIF API,Security,133,
Powershop API,Other,6,
Zenbu API,Search,5,
Australian Bureau of Meteorology API,Weather,362,
United Nations SWERA API,Weather,20,
Oahu Transit Services API,Transportation,13,
InsumaFocus API,Search,1,
Open Domesday API,Education,4,
One Time Secret API,Security,5,
On Deck Capital API,Financial,6,
iPayDNA API,Payments,10,
SmartBear AlertSite API,Web Site Management,5,
CaptChair API,Security,5,
textCAPTCHA API,Security,2,
DataFed WCS API,Science,3,
ACHWorks API,Payments,19,
isiZulu API,Dictionary,9,
VoiceVault API,Security,10,
Silverpop API,Email,43,
SeeMe SMS API,Messaging,3,
Little Green Plane API,Email,1,
Responsys Interact API,Enterprise,24,
ParkingInMotion API,Transportation,15,
XML Daily Fact API,Random,6,
Shakespeare API,Reference,21,
NearlyFreeSpeech.NET API,Web Site Management,3,
Spire ITIS API,Science,3,
MARAN API,Science,1,
SMART API,Science,1,
JSPWiki API,Wiki,9,
StoreMail API,Email,1,
CalcXML Financial Calculator API,Financial,33,
Cloud Assault API,Web Site Management,7,
Topics.io API,News Services,10,
WestFax API,Fax,6,
Wridea API,Social,3,
Streaming Video Provider API,Media,7,
Global Sports Media API,Sports,99,
CD Universe API,Music,15,
OpenThesaurus API,Dictionary,10,
Navizon ITS API,Security,6,
Worldcat Registry API,Education,2,
OCLC QuestionPoint API,Education,3,
RACO Barcode API,Barcodes,4,
Datadotgc.ca API,Government,4,
Navlost NWX Weather API,Weather,11,
International Aid Transparency Initiative API,Government,4,
opengov.fi API,Government,2,
Data Greater Manchester API,Government,4,
ShootProof API,Photos,9,
Roistr API,Tools,3,
HubSpot Prospects API,Marketing,4,
HubSpot Lead Nurturing API,Sales,3,
iHelpDesk API,Enterprise,2,
Name Toolkit API,Domains,4,
Black Country History API,Education,6,
Raphael Research Resource API,Education,3,
FamilySearch API,Other,12,
GenealogyCloud OneGreatFamily API,Other,1,
TeleSign Messaging API,Verification,9,
Apsalar ApScience API,Enterprise,4,
World Register of Marine Species API,Science,20,
LingoTip Translation API,Tools,2,
Mutationevent QR code generator API,Tools,4,
SpiderOak DIY API,Storage,3,
Mindjet API,Enterprise,17,
Flingo API,Media,4,
OlpcMAP API,Mapping,2,
GeoCommunicator API,Mapping,10,
Mates API,Social,4,
Sublight API,Entertainment,8,
Iron.io IronWorker API,Project Management,2,
Adzerk API,Advertising,11,
Socializando Llevame API,Tools,2,
Klarna API,Payments,10,
Dolphin Dynamics API,Travel,13,
ESHA Nutrition Database API,Nutrition,91,
FAA Airport Service API,Transportation,115,
Articulate Online API,Education,9,
RimuHosting DNS API,Domains,4,
MobileStorm Communication API,Messaging,3,
Netcetera API,Domains,3,
Ping-uin API,Tools,6,
NewsKnowledge API,News Services,13,
PDFize API,Tools,2,
CloudFlare Client Interface API,Hosting,7,
PubEasy API,mmerce,9,
Picozu API,Photos,14,
MetaLayer API,Other,7,
Oracle BlueKai API,Enterprise,20,
ServerCyde API,Social,1,
Kaltura API,Video,34,
Open Kent API,Government,3,
Straker Translation API,Tools,3,
Nos DonnÃ©es (Our Data) API,Government,4,
Minnesota CTU dataset API,Mapping,2,
Helsinki City Service Map API,Mapping,6,
API.LEIPZIG API,Government,3,
iScore Sports Team Website API,Sports,25,
SimpleMappr API,Mapping,3,
HathiTrust Volumes API,Education,2,
LinkPeek API,Tools,2,
SimpleWorker API,Tools,1,
Musescore API,Music,5,
Magnatune API,Music,8,
VexFlow API,Music,7,
fanart.tv TV API,Entertainment,15,
Yast API,Project Management,2,
OfferGrid API,mmerce,8,
WorldCat xISBN API,Reference,19,
Voter Guide Toolkit API,Government,4,
Image Color Summarizer API,Photos,9,
Kongregate API,Games,6,
NZTA Auckland Traffic API,Transportation,2,
NZTA SSDF Segment Manager API,Transportation,3,
DeviceMagic API,Telephony,2,
Brightcloud API,Security,2,
National Student Radio Chart API,Music,6,
ZIPFOURce API,Mapping,2,
GridLab API,,3,
KnowledgeTree API,Enterprise,5,
OpenGovernment API,Government,7,
ConvertAPI Word2PDF API,Tools,9,
Lanoba API,Security,2,
MailerLite API,Email,33,
Topica API,Email,0,
TestingBot API,Browsers,7,
ProTexting SMS API,Messaging,4,
Betwext Broadcast API,Messaging,2,
iVisionMobile API,Telephony,2,
HyperOffice API,Enterprise,4,
USgeocoder API,Mapping,4,
Barcodesoft API,Barcodes,20,
Teleku API,Telephony,13,
Western Australian Museum API,Education,5,
Pathway Commons API,Medical,6,
FAO Fisheries and Aquaculture Fact Sheets API,Reference,11,
Citrix Online GoToWebinar API,Enterprise,12,
Elementool API,Tools,5,
FreshDesk API,Enterprise,10,
VoodooVox Caller Analytics API,Telephony,3,
Open Data Euskadi API,Government,2,
Baltimore Open311 API,Government,1,
GeoReport API,Government,13,
PDFremix API,Tools,3,
OptimalPayments Netbanx API,Payments,9,
SpatialStream API,Mapping,7,
George Vustrey Weather API,Weather,27,
iGolder API,Payments,5,
V.me by Visa API,Payments,32,
Agree&#039,nSign API,Enterprise,
PaymentExpress API,Payments,5,
Footfeed API,Social,10,
Wrttn API,Tools,2,
Boundary API,Monitoring,12,
Politwitter API,Social,3,
Seasoo API,Office,1,
SEPTA API,Transportation,14,
BatchGeo API,Mapping,15,
CDC WONDER API,Medical,21,
City of Nanaimo API,Government,2,
Suomi.fi API,Government,3,
Trafiklab API,Transportation,4,
OpenAid API,Other,3,
MalmÃ¶festivalen API,Events,2,
Kenya Open Data API,Government,22,
OpenColorado API,Government,5,
King County Open Data API,Government,6,
Network for Good Donation API,Other,8,
thePort Support Community API,Social,1,
Oobgolf API,Sports,10,
Micello API,Mapping,14,
FaceCash API,Payments,11,
Locker Project API,Security,4,
SendWrite API,Social,2,
LotVantage API,Advertising,14,
mail2 API,Email,2,
Bango Analytics API,Tools,0,
British Museum API,Education,19,
HIPAASpace API,Medical,14,
Tianji API,Social,6,
Catch.com API,Personal Information Management,6,
CampaignCog API,Email,0,
Zwiggo API,Social,2,
SilverRail Technologies API,Travel,8,
BrickFTP API,File Sharing,3,
LuxSci API,Email,0,
TNMAccess National Map API,Mapping,3,
Texas Holdem API,Games,34,
Word Cloud Maker API,Tools,133,
dotMailer API,Advertising,5,
CitedIn API,Search,41,
Oakland Crime Reports API,Government,4,
Librato Silverline API,Applications,2,
PSLC DataShop API,Database,6,
Sunlight Foundation&#039,s Party Time! API,Government,
Click2mail API,Mail,18,
SMEStorage Multi Cloud API,loud,3,
MSGQ8 API,Messaging,1,
RCSB Protein Data Bank API,Medical,10,
Cloudability API,loud,7,
Streamfinder API,Music,19,
Directtrack API,Advertising,6,
CarQuery API,Reference,38,
OpenCarData API,Transportation,23,
NSIDC OPeNDAP API,Science,3,
Alaska Satellite Facility API,Science,8,
Redbridge DataShare API,Government,2,
UK BIS API,Government,4,
Verizon Terminal Status API,Telephony,2,
txttools API,Messaging,2,
Are My Sites Up? API,Monitoring,7,
Oventus API,Messaging,5,
CloudSponge Address Book API,Office,10,
Information Environment Service Registry API,Search,3,
Culture Grid API,Search,1,
Giving Impact API,Payments,5,
Vs30 map server API,Mapping,6,
UK Government Gateway HMRC API,Government,6,
Hopewiser Atlas API,Shipping,3,
OnePageCRM API,Enterprise,5,
Xhanch Islamic Get Prayer Time API,Reference,90,
Datahotell API,Government,5,
NSDL Search API,Science,13,
Duracloud API,Storage,5,
Tendril API,Tools,9,
SMS Global API,Messaging,10,
VoiceMeUp API,Telephony,3,
Realtors Property Resource API,Real Estate,55,
Peachnote API,Music,23,
Flipzu API,Tools,9,
eBay Trading API,mmerce,32,
CALLR REST API,Telephony,3,
miiCard API,Security,1,
BookingSync API,Rentals,51,
SFpark API,Transportation,12,
Econz Eservice API,Enterprise,3,
TeleNav Track API,Project Management,7,
Bongo API,Transportation,3,
Bistip API,Travel,11,
PHL API,Mapping,1,
Museum Victoria API,Education,4,
data.nasa.gov API,Science,30,
Boliven Publications API,Reference,4,
Spree Commerce API,mmerce,12,
MBTA API,Transportation,11,
RezScore API,Jobs,10,
When I Work API,Enterprise,10,
TripSay API,Travel,7,
Metallizer API,Music,3,
Jolkona API,Social,4,
Roar Engine API,Games,2,
StackMob API,Backend,13,
ApnaCircle API,Social,25,
Sierra Trading Post API,mmerce,6,
Telesocial API,Social,6,
Powerhouse Museum Collection API,Education,8,
NCSU Libraries CatalogWS API,Reference,2,
CrossRef DOI Resolver API,Reference,21,
TheBus API,Transportation,6,
MTD API,Transportation,2,
TeleNav Share API,Messaging,3,
Engrade API,Education,11,
Oneall API,Social,16,
What&#039,s on My Bookshelf API,Social,
Yospace API,Video,3,
Subuno API,Security,6,
Digitaliser API,Social,3,
Squarespace API,Blogging,20,
Tippr API,mmerce,12,
3Scale Analytics API,Tools,12,
3Scale Account Management API,Tools,9,
SmartDebit API,Payments,70,
SMS Freedom API,Messaging,5,
NOAA MADIS API,Science,16,
ScienceBase API,Science,8,
Record Setter URDB API,Reference,2,
ConvertAPI Web2PDF API,Tools,8,
Photopoll API,Photos,5,
2GIS API,Search,36,
JunoTrade API,Financial,9,
gzaas API,Fonts,1,
Directory Maximizer Directory Submissions API,Search,5,
eOddsMaker API,Gambling,240,
Gigwalk API,Jobs,12,
Junar.com API,Feeds,5,
BugHerd API,Other,5,
Conductrics API,Agents,3,
Bazaarvoice Platform API,Social,13,
Washington State Corporations Search API,Search,6,
US Consumer Product Safety Commission Recalls API,Government,9,
SAMHSA API,Government,21,
ActiveCollab API,Tools,7,
Traffic Light Feedback API,Enterprise,2,
Sellaround API,Payments,2,
Dialogue Bulk SMS API,Messaging,1,
USASearch API,Government,10,
EncoderCloud API,Video,3,
Recovery.gov API,Government,5,
CloudSigma API,loud,12,
Demandware Open Commerce API,mmerce,50,
youRoom API,Messaging,4,
SaleLocator API,mmerce,4,
PicYou API,Photos,2,
Monitro API,Web Site Management,2,
Adigami Web Analytics API,Advertising,15,
Sendinc SMTP API,Email,1,
Burstly API,Advertising,11,
Let&#039,s Crate API,File Sharing,
Pond5 API,Media,8,
Health Indicators Warehouse API,Medical,13,
NASA Coordinated Data Analysis System (CDAS) API,Science,4,
Virtual Solar Observatory API,Science,9,
Automeme API,Humor,18,
Emailloop API,Email,2,
Pardot Marketing Automation API,Advertising,8,
Mobile Roadie API,Music,8,
Exchangery Trading API,Financial,13,
Mobli API,Social,3,
Scribendi Editing Services API,Editing,3,
Rackspace Cloud DNS API,loud,4,
BetterEncoding API,Video,2,
Memonic API,Bookmarks,5,
Fractal API,Email,4,
iNetWord API,Office,20,
Brain Maps API,Reference,4,
MediaPiston API,Other,3,
RealGravity API,Video,5,
AtlasCT Static Map API,Mapping,8,
AtlasCT Web Maps API,Mapping,6,
InterWorx License API,Hosting,2,
Thrillcall API,Music,6,
Bluevia Mobile Payment API,Payments,10,
PennyTel Open API,Telephony,4,
CS50 HarvardMaps API,Mapping,4,
Seznam Captcha API,Security,5,
ZNISMS SMS API,Messaging,8,
Baba change API,Photos,4,
BetaSignal API,Feeds,13,
MyHeritage Family Graph API,Social,8,
LifeKraze API,Social,1,
Online OCR API,Photos,33,
iDigitalNet API,Domains,3,
Gandi Domain API,French,4,
OMS API,hat,3,
InsideSales REST API,Enterprise,6,
AdJuggler API,Advertising,16,
MyDealBag API,mmerce,12,
Taskforce API,Personal Information Management,4,
iwannagothere API,Travel,14,
Kwout API,Tools,0,
uberblic Doppelganger API,Aggregation,4,
LTU Engine/ON Demand API,Photos,7,
Bums.se API,Photos,2,
MyNewsletterBuilder API,Email,5,
ViewDNS.info API,Domains,9,
Electronic Merchant Systems API,Payments,6,
FT Press API,Financial,5,
Foodspotting API,Food,43,
Join.me API,Office,10,
Thomas Beyer First Names and Gender API,Reference,2,
Flowdock API,hat,6,
gPodder API,Tools,3,
Stereomood API,Music,33,
Collective2 API,Financial,19,
ViaNett API,Messaging,5,
Wireless Applications Services API,Telephony,2,
ZimageZ API,Photos,3,
SurveyAnalytics API,Enterprise,2,
Newspaper Club API,Other,4,
WizeHive API,Project Management,5,
Pwned.com API,Games,5,
EditMe API,Wiki,2,
FederalRegister.gov API,Government,12,
MyShows API,Other,1,
pixlinQ searchimage API,Photos,6,
EuroCV API,Jobs,15,
GTmetrix API,Tools,47,
Factual Places API,Mapping,19,
iPing API,Telephony,2,
Fonts.com API,Other,6,
Service Objects DOTS Email Validation API,Email,3,
Colr.org API,Other,6,
Curriculum U API,Education,16,
Service Objects DOTS Lead Quality Solutions API,Enterprise,2,
SEOBudget API,Tools,2,
SeedFinder API,Reference,13,
Cloudwords API,Project Management,13,
Simunix T2A API,Directories,2,
Tree.io API,Enterprise,2,
PGXN API,Other,3,
Influence Explorer Text API,Government,8,
FlyOnTime API,Travel,46,
MicroPoll API,Tools,2,
Church Analytics API,Analytics,3,
KAYWA QR-Code API,Tools,7,
ReadyTalk API,,5,
Easyrec API,Recommendations,12,
Recollect API,lendars,9,
SpeakerRate API,Events,2,
NoiseTube API,Tools,9,
FeaturePics API,Photos,3,
Tender Support API,Tools,2,
TOXNET API,Medical,5,
appFigures API,Tools,20,
ProWorkflow API,Office,4,
Meridix LiveID API,Real Time,2,
PubChem PUG API,Reference,8,
National Drug File-Reference Terminology API,Medical,26,
MedlinePlus Connect API,Medical,15,
ClinicalTrials.gov API,Medical,253,
Basic Local Alignment Search Tool API,Reference,10,
DNS Made Easy API,Domains,7,
Metricly Plug-in API,Enterprise,3,
Fabulous API,Advertising,5,
Quicktate API,Tools,2,
LiveWorld API,Social,2,
Qaiku API,Blogging,5,
PicScout API,Photos,6,
la Loterï¿½a del Niï¿½o API,Government,3,
Cincopa API,Media,6,
PhotoXpress API,Photos,6,
Hyves Data API,Social,0,
MerchantCircle.com API,mmerce,16,
Kijubi API,Travel,9,
Limelight Networks API,Video,9,
Flukso API,Tools,10,
Interstate Developers API,Project Management,2,
MyTTC API,Transportation,9,
Click.st API,Social,3,
SUSE Studio API,Tools,3,
SermonAudio API,Reference,6,
Festivalslab API,Events,7,
Raveal API,Jobs,12,
Scribe API,Blogging,15,
Daum Search API,Search,3,
Daum Events API,Events,7,
Daum Calendar API,lendars,4,
European Union Legislation API,Government,8,
LongTail Video Bits on the Run API,Video,6,
Pheedo Ping API,Feeds,2,
Brightcove Player API,Video,4,
Reality Digital OPUS API,Social,3,
Maestro.fm API,Music,11,
BriteVerify API,Email,15,
SendToReader API,Books,4,
Myfxbook API,Financial,34,
Houdini API,Tools,2,
Affilinet API,mmerce,16,
TradeHill API,Financial,5,
to.ly API,URL Shortener,1,
AVIN API,Food,22,
Keen API,Social,1,
grnVoIP API,Telephony,3,
CleverReach API,Email,4,
AHDS Identifier Resolver API,Reference,5,
Family Echo Family Tree API,Other,16,
Fortune3 Shopping Cart API,mmerce,4,
ScrumDesk API,Project Management,3,
LookSmart AdCenter API,Advertising,1,
Bluevia Location API,Telephony,12,
NeuStar Port PS API,Telephony,9,
Press Association Sport API,News Services,26,
Nokia Map Image API,Mapping,2,
Wine-Searcher API,Food,40,
Tossable Digits API,Telephony,4,
Heystaks API,Search,2,
LiveEnsure API,Security,2,
